Pred_Not.Stranded_Ref_Not.Stranded,Pred_Stranded_Ref_Not.Stranded,Pred_Not.Stranded_Ref_Stranded,Pred_Stranded_Ref_Stranded,Balanced.Accuracy,Accuracy,Precision,Recall,Specificity
97,25,20,33,0.708861738323539,0.742857142857143,0.829059829059829,0.795081967213115,0.622641509433962
